incorrect,correct,errors
"So gusto ko munang suportahan siya all out at ipakita sa kanya ng andito lang ako, maghihintay ako anytime when shes ready na okay, na, walang problema.","So gusto ko munang suportahan siya all out at ipakita sa kanya na andito lang ako, maghihintay ako anytime when shes ready na, okay na, walang problema.","operations: swap, substitute; errors: ligature"
"Wala raw siyang ideya ano kung ang mga napapag-usapan sa ABS-CBN 2, pero so far ay wala raw siyang alam tungkol sa John Lloyd-Bea film project na gagawin na Star Cinema.","Wala raw siyang ideya kung ano ang mga napapag-usapan sa ABS-CBN 2, pero so far ay wala raw siyang alam tungkol sa John Lloyd-Bea film project na gagawin ng Star Cinema.","operations: swap, substitute; errors: ligature"
"Magugunita na sa police report, unang inaresto Allen Alvarado at John Fizer Salvador, pawang taga-Tondo, Manila makaraang basagin umano nila ang isang sasakyan sa Brgy.","Magugunita na sa police report, unang inaresto sina Allen Alvarado at John Fizer Salvador, pawang taga-Tondo, Manila makaraang basagin umano nila ang isang sasakyan sa Brgy.",operations: delete; errors: 
din Naisip daw niya na baka na sinusubukan din siya ng male star kung magpapatuloy siya sa kanyang pagiging fan kahit na nabisto na niyang bading ang kanyang idol.,Naisip din daw niya na baka sinusubukan din siya ng male star kung magpapatuloy siya sa kanyang pagiging fan kahit na nabisto na niyang bading ang kanyang idol.,"operations: insert, swap; errors: "
"Pebrero 2022 lang nang magpakita ng suporta ang tatlong telecommunications companies para sa SIM Card Registration Act, na magre-require siyang sa lahat ng bibili ng kanilang SIM na magsumite ng personal na impormasyon.","Pebrero 2022 lang nang magpakita ng suporta ang tatlong dambuhalang telecommunications companies para sa SIM Card Registration Act, na siyang magre-require sa lahat ng bibili ng kanilang SIM na magsumite ng personal na impormasyon.","operations: delete, swap; errors: "
"Ang sinasabi nga ng isang ang naanakan niya, â € œni isang latang gatas wala siyang kontribusyon sa pagpapalaki sa anak niya â € ","Ang sinasabi nga ng isang naanakan niya, â € œni isang latang gatas wala siyang kontribusyon sa pagpapalaki sa anak niya. â € ","operations: delete, insert; errors: "
"Ang biktima ay itinago sa pangalang Angel, residente ng Binacao Street habang ang suspek ay nakilalang si Rodolfo Sibayan, 29, isang matador sa palengke residente at rin sa nasabing barangay.","Ang biktima ay itinago sa pangalang Angel, residente ng Binacao Street habang ang suspek ay nakilalang si Rodolfo Sibayan, 29, isang matador sa palengke at residente rin sa nasabing barangay.",operations: swap; errors: 
Kahapon lang nang sabihin ni Lacson na nagbago ang kanyang pagdating sa death penalty dahil sa isang pelikula sa Netflixna nagpapakita kung paano maaaring mabitay kahit ang mga inosenteng nakulong.,Kahapon lang nang sabihin ni Lacson na nagbago ang kanyang isip pagdating sa death penalty dahil sa isang pelikula sa Netflixna nagpapakita kung paano maaaring mabitay kahit ang mga inosenteng nakulong.,operations: delete; errors: 
"na Lukes Global sa Taguig City naman ang pinadalhan ng ayuda ngayong araw ni Gretchen Barretto â € “ umabot sa 3, 406 sacks of rice ang niya sa nasabing ospital.","Lukes Global sa Taguig City naman ang pinadalhan ng ayuda ngayong araw ni Gretchen Barretto â € “ umabot sa 3, 406 sacks of rice ang nai-donate niya sa nasabing ospital.","operations: delete, insert; errors: "
"Sabi ng handler niya, totoong may offer ng pero hindi na raw umabot sa negosasyon dahil pa raw ang kontrata ng singer / actor sa Kapamilya network.","Sabi ng handler niya, totoong may offer pero hindi na raw umabot sa negosasyon dahil matagal pa raw ang kontrata ng singer / actor sa Kapamilya network.","operations: insert, delete; errors: "
Agad itong nag-post para ipagtanggol ang anak sa kanyang Instagram ng binura din niya pero na-screenshot naman kaagad ito ng netizens.,Agad itong nag-post para ipagtanggol ang anak sa kanyang Instagram account na binura din niya pero na-screenshot naman kaagad ito ng netizens.,"operations: delete, substitute; errors: ligature"
"Sinabi ko sa parents ko na naman ito. Noong una sabi ko ' ay Sige let's start small. Meron kasi kaming regular na nagtitinda ng gulay rito sa village namin pati ng sorbetes, sabi ko, ' Kunin ko na lang muna, bilhin ko na lang muna lahat ng tinda nila for the day. ' The next day ginawa na namin, naglatag na kami ng tent, sabi ni Gabbi.","Sinabi ko sa parents ko na nakaka-inspire naman ito. Noong una sabi ko ' Sige let's start small. Meron kasi kaming regular na nagtitinda ng gulay rito sa village namin pati ng sorbetes, sabi ko, ' Kunin ko na lang muna, bilhin ko na lang muna lahat ng tinda nila for the day. ' The next day ginawa na namin, naglatag na kami ng tent, sabi ni Gabbi.","operations: insert, delete; errors: "
"Lumipat pa sa bagong isang studio ang Eat Bulaga, pero ang show nila ay parang isa na lang pinahabang segment dahil hindi rin naman nila magawa iyong mga dating gimmick nila sa show, at sa totoo lang malaking bagay iyong wala sina Joey de Leon at Vic Sotto sa loob ng studio na.","Lumipat pa sa isang bagong studio ang Eat Bulaga, pero ang show nila ay parang isa na lang pinahabang segment dahil hindi rin naman nila magawa iyong mga dating gimmick nila sa show, at sa totoo lang malaking bagay iyong wala sina Joey de Leon at Vic Sotto sa loob ng studio.","operations: swap, insert; errors: "
"Ngayon kung tatanungin mo sa akin kung mahirap para sa akin na iwan ang mga anak ko, of course, mahirap pero naniniwala ako balang araw maiintindihan nila ang kahalagahan ng sakripisyong ito na gagawin ko, ng â €  paliwanag niya pa.","Ngayon kung tatanungin mo sa akin kung mahirap para sa akin na iwan ang mga anak ko, of course, mahirap pero naniniwala ako balang araw maiintindihan nila ang kahalagahan ng sakripisyong ito na gagawin ko, â €  paliwanag niya pa.",operations: insert; errors: 
"Sabi ni direk RC delos Reyes, sa tingin daw niya napapanahon itong Unravel na mapag-usapan ng mga manonood dahil halos lahat naman ay dumaan sa anxiety, depression dulot nitong pinagdaanan natin pa sa pandemya.","Sabi ni direk RC delos Reyes, sa tingin daw niya napapanahon itong Unravel na mapag-usapan ng mga manonood dahil halos lahat naman ay dumaan sa anxiety, depression dulot nitong pinagdaanan natin sa pandemya.",operations: insert; errors: 
"Sayang hindi ko nakunan e, â €  napapangiting ay ay kuwento ni Melissa.","Sayang hindi ko nakunan e, â €  napapangiting kuwento ni Melissa.","operations: insert, substitute; errors: repetition"
"Unang reaksiyon na aming impormante, Maraming sumisilip sobrang yaman niya ngayon.","Unang reaksiyon ng aming impormante, Maraming sumisilip sa sobrang yaman niya ngayon.","operations: delete, substitute; errors: ligature"
"Makikita pa sa ang isang lalaki na binuhat ang signage para ihampas sa kanilang kaaway, pero lalo siyang pinagtulungan.","Makikita pa sa camera ang isang lalaki na binuhat ang signage para ihampas sa kanilang kaaway, pero lalo siyang pinagtulungan.",operations: delete; errors: 
Kaya naman nang training ang mga UAAP at NCAA teams sa isang bubble setup.,Kaya naman kani-kanya nang training ang mga UAAP at NCAA teams sa isang bubble setup.,operations: delete; errors: 
Kamakailan lamang ay diretsahan nang inamin ni na Carlo naghiwalay na nga sila ni Trina pero maayos naman ang usapan nila tungkol sa pag-aalaga at pagpapalaki sa anak.,Kamakailan lamang ay diretsahan nang inamin ni Carlo na naghiwalay na nga sila ni Trina pero maayos naman ang usapan nila tungkol sa pag-aalaga at pagpapalaki sa kanilang anak.,"operations: swap, delete; errors: "
"Inaalam pa ng mga awtoridad ang pinagmulan ng sunog, ng tinatayang tumupok sa may?","Inaalam pa ng mga awtoridad ang pinagmulan ng sunog, na tinatayang tumupok sa may?",operations: substitute; errors: ligature
"Ayon sa 2nd Division ng Comelec, magdudulot lamang ng pagkaantala sa resolusyon ng mga pangunahing petisyon ang pagdinig sa mga interventions. Hindi na rin umano sila tatanggap pa ng anumang â € ˜ interventionsâ € ™ kahit kaninong kampo nang.","Ayon sa 2nd Division ng Comelec, magdudulot lamang ng pagkaantala sa resolusyon ng mga pangunahing petisyon ang pagdinig sa mga interventions. Hindi na rin umano sila tatanggap pa ng anumang â € ˜ interventionsâ € ™ kahit kaninong kampo.",operations: insert; errors: 
"Linggo lang nang sabihin Davao City Vice Mayor Sebastian"" Baste"" Dutete na nagpapakita na raw ng mga"" sinyales"" ang kanyang amang si Digong na ineendorso si niya Bongbong. Kamakailan.","Linggo lang nang sabihin ni Davao City Vice Mayor Sebastian"" Baste"" Dutete na nagpapakita na raw ng mga"" sinyales"" ang kanyang amang si Digong na ineendorso niya si Bongbong. Kamakailan.","operations: swap, delete; errors: "
Inaasahan din na aabutin na naman ng ilang oras bago maibaba ang mga biktima dahil sa mas hirap ngayon ang pagbaba lalo na may at dala ng ang mga responders.,Inaasahan din na aabutin na naman ng ilang oras bago maibaba ang mga biktima dahil sa mas hirap ngayon ang pagbaba lalo na at may dala na ang mga responders.,"operations: swap, substitute; errors: ligature"
"Itong showbiz hindi naman habang panahon ito. Bihira ang gaya halimbawa nina tita Gloria Romero, o tito Eddie na Garcia na hanggang sa tumanda may career pa. Kaya kailangan ready ka rin naman, may negosyo ka nang matatag and that is the time na masasabi mong handa ka na ngang ng pamilya, dagdag pa niyang chika.","Itong showbiz hindi naman habang panahon ito. Bihira ang gaya halimbawa nina tita Gloria Romero, o tito Eddie Garcia na hanggang sa tumanda may career pa. Kaya kailangan ready ka rin naman, may negosyo ka nang matatag and that is the time na masasabi mong handa ka na ngang magkaroon ng pamilya, dagdag pa niyang chika.","operations: insert, delete; errors: "
"Aba Aba sa story line hindi mag-iinit ang mga eksena mga at awayan kung walang chismosa,"" ayon kay Mosang.","Aba sa story line hindi mag-iinit ang mga eksena at mga awayan kung walang chismosa,"" ayon kay Mosang.","operations: swap, substitute; errors: repetition"
Umatras na si Noli â € ˜ Kabayanâ € ™ De Castro sa kaniyang pagtakbo sa senatorial derby sa 2022 Elections upang tumutok na lamang sa trabaho kaniyang bilang broadcast journalist.,Umatras na si Noli â € ˜ Kabayanâ € ™ De Castro sa kaniyang pagtakbo sa senatorial derby sa 2022 Elections upang tumutok na lamang sa kaniyang trabaho bilang broadcast journalist.,operations: swap; errors: 
Ano kaya ang iniisip nina Kim Chiu at iba naging dating syota ni Gerald?,Ano kaya ang iniisip nina Kim Chiu at iba pang naging dating syota ni Gerald?,"operations: substitute, delete; errors: morphological"
Nakita rin naman sa nag-viral na video na pinaluhod pa ng batang Teves si Pajares nang hindi papasukin sa gate ng BF Homes dahil sa pa kawalan ng sticker.,Nakita rin naman sa nag-viral na video na pinaluhod pa ng batang Teves si Pajares nang hindi papasukin sa gate ng BF Homes dahil sa kawalan ng sticker.,operations: insert; errors: 
"Kahit nagpapagaling lang sa COVID-19 ang kauna-unahan nating Olympic gold Hidilyn medalist Diaz, itinuloy pa rin niya ang kanyang pag-eensayo kahit naka-quarantine sa kanyang bahay.","Kahit nagpapagaling pa lang sa COVID-19 ang kauna-unahan nating Olympic gold medalist Hidilyn Diaz, itinuloy pa rin niya ang kanyang pag-eensayo kahit naka-quarantine sa kanyang bahay.","operations: swap, delete; errors: "
"I don't regret it, I do not. I guess in anything and in everything you shouldn't regret anything, wala pa kang dapat regret sa kahit na ano,"" sabi ni Beth sa online talk show ni Paolo Contis na"" Just In.","I don't regret it, I do not. I guess in anything and in everything you shouldn't regret anything, wala kang dapat regret sa kahit na ano,"" sabi ni Beth sa online talk show ni Paolo Contis na"" Just In.",operations: insert; errors: 
"Wala raw siyang planong tumakbo sa 2022 elections, at wala rin daw nagkukumbinseng tumakbo siya.","Wala raw siyang planong tumakbo sa 2022 elections, at wala rin daw nagkukumbinseng tumakbo siya.",operations: substitute; errors: enclitic
Dahil dito kaya muli niyang binalaan ang mga sangkot sa iligal na bentahan ng droga at kahit hindi na siya presidente ay hindi umano niya papayagang ang sirain lipunan at buhay ng mga kabataan.,Dahil dito kaya muli niyang binalaan ang mga sangkot sa iligal na bentahan ng droga at kahit hindi na siya presidente ay hindi umano niya papayagang sirain ang lipunan at buhay ng mga kabataan.,operations: swap; errors: 
"Lahad ni PM Vargas: Hindi ako magpapatinag maski ang banta ay kasama na ang, pamilya at lalong hindi ako aatras para sa mga taga Distrito Singko!","Lahad ni PM Vargas: Hindi ako magpapatinag maski ang banta ay kasama na ang pamilya, at lalong hindi ako aatras para sa mga taga Distrito Singko!",operations: swap; errors: 
"Kapag red alert ay nanganganib ang brownout, subalit ay nilinaw ni Marasigan na hindi nila agad sinasabi na potensyal ang mga brownout dahil mayroon naman silang ginagawang mga mekanismo.","Kapag red alert ay nanganganib ang brownout, subalit nilinaw ni Marasigan na hindi nila agad sinasabi na potensyal ang mga brownout dahil mayroon naman silang ginagawang mga mekanismo.",operations: insert; errors: 
"Ang mahalaga ay hindi siya ang nagkukunwaring brusko, wala siyang pretensiyon, nagpapakatotoo siya sa lahat ng oras","Ang mahalaga ay hindi siya nagkukunwaring brusko, wala siyang pretensiyon, nagpapakatotoo siya sa lahat ng oras.","operations: delete, insert; errors: "
Limang ambulansya ang mabilis na rumesponde at tumulong sa biktima habang inayos ng mga POSO personnel na unang dumating sa lugar ang trapiko na inabot ng dalawang oras.,Limang ambulansya ang mabilis na rumesponde at tumulong sa mga biktima habang inayos ng mga POSO personnel na unang dumating sa lugar ang trapiko na inabot ng dalawang oras.,operations: delete; errors: 
"Ayon kay PNP chief, Police Gen. Dionardo Carlos, isasagawa nang ng forensic at technical support ang imbestigasyon upang mapanagot ang responsable sa insidente ng stray bullets.","Ayon kay PNP chief, Police Gen. Dionardo Carlos, isasagawa ng forensic at technical support ang imbestigasyon upang mapanagot ang responsable sa insidente ng stray bullets.",operations: insert; errors: 
"Bukod sa dalawang si nasawi, marami pa ang sugatan.","Bukod sa dalawang nasawi, marami pa ang sugatan.",operations: insert; errors: 
Mabilis namang naglabas ng program statement ang Mars Ravelos Darna na si pinagbibidahan ni Jane de Leon.,Mabilis namang naglabas ng program statement ang Mars Ravelos Darna na pinagbibidahan ni Jane de Leon.,operations: insert; errors: 
"Meron ngang milagrong nagaganap! May mga nang kuwento nakararating sa kanya na may karelasyon ding female personality ang nang boyfriend niya. Nagdedenay ang guy, pero hindi tumigil ang girl sa pag-iimbestiga!","Meron ngang milagrong nagaganap! May mga kuwento nang nakararating sa kanya na may karelasyon ding female personality ang boyfriend niya. Nagdedenay ang guy, pero hindi tumigil ang girl sa pag-iimbestiga!","operations: swap, insert; errors: "
